City,Price(P),Change(P),Price(D),Change(D)
Bilaspur,100.14 ₹/L,+ 0.35,94.09 ₹/L,+ 0.35
Chamba,95.33 ₹/L,  0.00,87.36 ₹/L,+ 0.03
Kangra,94.22 ₹/L,- 0.04,86.45 ₹/L,+ 0.09
Kinnaur,95.04 ₹/L,- 0.16,87.25 ₹/L,- 0.09
Kullu,95.25 ₹/L,  0.00,87.26 ₹/L,+ 0.09
Mandi,95.16 ₹/L,+ 0.69,86.58 ₹/L,+ 0.04
Shimla,95.05 ₹/L,- 0.12,87.28 ₹/L,- 0.03
Sirmaur,94.74 ₹/L,- 0.43,86.84 ₹/L,- 0.27
Solan,94.65 ₹/L,  0.00,86.70 ₹/L,  0.00
Una,93.35 ₹/L,- 0.02,85.63 ₹/L,+ 0.15
