City,Price(P),Change(P),Price(D),Change(D)
East Garo Hills,95.66 ₹/L,  NA,87.12 ₹/L,  NA
East Jaintia Hills,96.05 ₹/L,  NA,87.48 ₹/L,  NA
East Khasi Hills,96.23 ₹/L,  NA,87.55 ₹/L,  NA
Ri Bhoi,95.11 ₹/L,  NA,86.47 ₹/L,  NA
South Garo Hills,95.82 ₹/L,  NA,87.28 ₹/L,  NA
West Garo Hills,95.42 ₹/L,  NA,86.89 ₹/L,  NA
West Khasi Hills,96.24 ₹/L,  NA,87.75 ₹/L,  NA
