District,Petrol Price,Change
"Oct 08, 2025",102.02 ₹/L,+ 0.45
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 16, 2025",142.00 ₹/L,- 40.16
"Oct 15, 2025",101.84 ₹/L,+ 0.25
"Oct 14, 2025",102.09 ₹/L,- 0.38
"Oct 13, 2025",101.71 ₹/L,- 0.02
"Oct 12, 2025",101.69 ₹/L,+ 0.40
"Oct 11, 2025",102.09 ₹/L,- 0.40
"Oct 10, 2025",101.69 ₹/L,+ 0.11
"Oct 09, 2025",101.80 ₹/L,+ 0.04
"Oct 08, 2025",101.84 ₹/L,- 0.14
