District,Petrol Price,Change
"Oct 08, 2025",107.99 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.08
"Oct 15, 2025",107.92 ₹/L,- 1.13
"Oct 14, 2025",106.79 ₹/L,+ 1.21
"Oct 13, 2025",108.00 ₹/L,- 0.08
"Oct 12, 2025",107.92 ₹/L,+ 0.48
"Oct 11, 2025",108.40 ₹/L,- 0.61
"Oct 10, 2025",107.79 ₹/L,+ 0.21
"Oct 09, 2025",108.00 ₹/L,+ 0.22
"Oct 08, 2025",108.22 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.37
"Oct 15, 2025",107.63 ₹/L,- 0.24
"Oct 14, 2025",107.39 ₹/L,- 0.18
"Oct 13, 2025",107.21 ₹/L,  0.00
"Oct 12, 2025",107.21 ₹/L,+ 0.26
"Oct 11, 2025",107.47 ₹/L,+ 0.16
"Oct 10, 2025",107.63 ₹/L,- 0.24
"Oct 09, 2025",107.39 ₹/L,  0.00
"Oct 08, 2025",107.39 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 35.08
"Oct 15, 2025",106.92 ₹/L,- 0.49
"Oct 14, 2025",106.43 ₹/L,+ 0.69
"Oct 13, 2025",107.12 ₹/L,- 0.43
"Oct 12, 2025",106.69 ₹/L,+ 0.50
"Oct 11, 2025",107.19 ₹/L,- 0.80
"Oct 10, 2025",106.39 ₹/L,+ 0.71
"Oct 09, 2025",107.10 ₹/L,- 0.67
"Oct 08, 2025",106.43 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 35.16
"Oct 15, 2025",106.84 ₹/L,  0.00
"Oct 14, 2025",106.84 ₹/L,+ 0.16
"Oct 13, 2025",107.00 ₹/L,- 0.16
"Oct 12, 2025",106.84 ₹/L,  0.00
"Oct 11, 2025",106.84 ₹/L,- 0.31
"Oct 10, 2025",106.53 ₹/L,+ 0.47
"Oct 09, 2025",107.00 ₹/L,+ 0.87
"Oct 08, 2025",107.87 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.13
