District,Petrol Price,Change
"Oct 09, 2025",95.03 ₹/L,- 0.33
"Oct 08, 2025",94.70 ₹/L,+ 0.27
"Oct 07, 2025",94.97 ₹/L,- 0.41
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",100.00 ₹/L,+ 0.02
"Oct 14, 2025",100.02 ₹/L,+ 0.09
"Oct 13, 2025",100.11 ₹/L,- 0.11
"Oct 12, 2025",100.00 ₹/L,  0.00
"Oct 11, 2025",100.00 ₹/L,  0.00
"Oct 10, 2025",100.00 ₹/L,+ 0.11
"Oct 09, 2025",100.11 ₹/L,  0.00
"Oct 08, 2025",100.11 ₹/L,- 0.09
"Oct 07, 2025",100.02 ₹/L,+ 0.09
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.11 ₹/L,- 0.10
"Oct 14, 2025",95.01 ₹/L,  0.00
"Oct 13, 2025",95.01 ₹/L,+ 0.20
"Oct 12, 2025",95.21 ₹/L,+ 0.45
"Oct 11, 2025",95.66 ₹/L,- 0.48
"Oct 10, 2025",95.18 ₹/L,- 0.38
"Oct 09, 2025",94.80 ₹/L,+ 0.86
"Oct 08, 2025",95.66 ₹/L,- 0.09
"Oct 07, 2025",95.57 ₹/L,- 0.56
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.69 ₹/L,  0.00
"Oct 14, 2025",94.69 ₹/L,+ 0.15
"Oct 13, 2025",94.84 ₹/L,- 0.11
"Oct 12, 2025",94.73 ₹/L,- 0.04
"Oct 11, 2025",94.69 ₹/L,+ 0.04
"Oct 10, 2025",94.73 ₹/L,+ 0.11
"Oct 09, 2025",94.84 ₹/L,- 0.26
"Oct 08, 2025",94.58 ₹/L,+ 0.15
"Oct 07, 2025",94.73 ₹/L,- 0.04
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.34 ₹/L,- 0.37
"Oct 14, 2025",94.97 ₹/L,  0.00
"Oct 13, 2025",94.97 ₹/L,+ 0.37
"Oct 12, 2025",95.34 ₹/L,- 0.37
"Oct 11, 2025",94.97 ₹/L,  0.00
"Oct 10, 2025",94.97 ₹/L,+ 0.31
"Oct 09, 2025",95.28 ₹/L,  0.00
"Oct 08, 2025",95.28 ₹/L,- 0.29
"Oct 07, 2025",94.99 ₹/L,- 0.02
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.54 ₹/L,- 0.22
"Oct 14, 2025",95.32 ₹/L,+ 0.62
"Oct 13, 2025",95.94 ₹/L,  0.00
"Oct 12, 2025",95.94 ₹/L,- 0.69
"Oct 11, 2025",95.25 ₹/L,+ 0.54
"Oct 10, 2025",95.79 ₹/L,- 0.09
"Oct 09, 2025",95.70 ₹/L,- 0.56
"Oct 08, 2025",95.14 ₹/L,+ 0.40
"Oct 07, 2025",95.54 ₹/L,+ 0.25
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.82 ₹/L,+ 0.45
"Oct 14, 2025",95.27 ₹/L,- 0.19
"Oct 13, 2025",95.08 ₹/L,+ 0.19
"Oct 12, 2025",95.27 ₹/L,- 0.29
"Oct 11, 2025",94.98 ₹/L,- 0.16
