District,Petrol Price,Change
"Oct 13, 2025",98.61 ₹/L,  0.00
"Oct 12, 2025",98.61 ₹/L,  0.00
"Oct 11, 2025",98.61 ₹/L,- 0.10
"Oct 10, 2025",98.51 ₹/L,- 0.01
"Oct 09, 2025",98.50 ₹/L,- 0.07
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 44.50
"Oct 15, 2025",97.50 ₹/L,+ 0.51
"Oct 14, 2025",98.01 ₹/L,  0.00
"Oct 13, 2025",98.01 ₹/L,  0.00
"Oct 12, 2025",98.01 ₹/L,- 0.29
"Oct 11, 2025",97.72 ₹/L,+ 0.47
"Oct 10, 2025",98.19 ₹/L,- 0.18
"Oct 09, 2025",98.01 ₹/L,- 0.30
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 44.10
"Oct 15, 2025",97.90 ₹/L,  0.00
"Oct 14, 2025",97.90 ₹/L,  0.00
"Oct 13, 2025",97.90 ₹/L,+ 0.38
"Oct 12, 2025",98.28 ₹/L,+ 0.02
"Oct 11, 2025",98.30 ₹/L,+ 0.20
"Oct 10, 2025",98.50 ₹/L,- 0.43
"Oct 09, 2025",98.07 ₹/L,- 0.11
