District,Petrol Price,Change
"Oct 09, 2025",108.83 ₹/L,- 0.01
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 33.18
"Oct 15, 2025",108.82 ₹/L,+ 0.01
"Oct 14, 2025",108.83 ₹/L,  0.00
"Oct 13, 2025",108.83 ₹/L,  0.00
"Oct 12, 2025",108.83 ₹/L,- 0.15
"Oct 11, 2025",108.68 ₹/L,+ 0.14
"Oct 10, 2025",108.82 ₹/L,+ 0.01
"Oct 09, 2025",108.83 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 33.69
"Oct 15, 2025",108.31 ₹/L,- 0.01
"Oct 14, 2025",108.30 ₹/L,- 0.54
"Oct 13, 2025",107.76 ₹/L,  0.00
"Oct 12, 2025",107.76 ₹/L,+ 0.14
"Oct 11, 2025",107.90 ₹/L,+ 0.10
"Oct 10, 2025",108.00 ₹/L,- 0.24
"Oct 09, 2025",107.76 ₹/L,+ 0.17
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.02
"Oct 15, 2025",107.98 ₹/L,+ 0.07
"Oct 14, 2025",108.05 ₹/L,- 0.03
"Oct 13, 2025",108.02 ₹/L,+ 0.03
"Oct 12, 2025",108.05 ₹/L,+ 0.24
"Oct 11, 2025",108.29 ₹/L,- 0.31
"Oct 10, 2025",107.98 ₹/L,+ 0.31
"Oct 09, 2025",108.29 ₹/L,+ 0.17
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.13
"Oct 15, 2025",107.87 ₹/L,- 0.41
"Oct 14, 2025",107.46 ₹/L,+ 0.11
"Oct 13, 2025",107.57 ₹/L,- 0.11
"Oct 12, 2025",107.46 ₹/L,  0.00
"Oct 11, 2025",107.46 ₹/L,  0.00
"Oct 10, 2025",107.46 ₹/L,  0.00
"Oct 09, 2025",107.46 ₹/L,+ 0.50
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 33.55
"Oct 15, 2025",108.45 ₹/L,+ 0.26
"Oct 14, 2025",108.71 ₹/L,- 1.07
"Oct 13, 2025",107.64 ₹/L,+ 0.98
"Oct 12, 2025",108.62 ₹/L,- 0.17
"Oct 11, 2025",108.45 ₹/L,  0.00
"Oct 10, 2025",108.45 ₹/L,- 0.54
"Oct 09, 2025",107.91 ₹/L,+ 0.71
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.14
"Oct 15, 2025",107.86 ₹/L,- 0.28
"Oct 14, 2025",107.58 ₹/L,- 0.10
"Oct 13, 2025",107.48 ₹/L,- 0.21
"Oct 12, 2025",107.27 ₹/L,+ 0.49
"Oct 11, 2025",107.76 ₹/L,- 0.06
"Oct 10, 2025",107.70 ₹/L,  0.00
"Oct 09, 2025",107.70 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.83
"Oct 15, 2025",107.17 ₹/L,+ 0.05
"Oct 14, 2025",107.22 ₹/L,+ 0.11
"Oct 13, 2025",107.33 ₹/L,  0.00
"Oct 12, 2025",107.33 ₹/L,- 0.16
"Oct 11, 2025",107.17 ₹/L,- 0.05
"Oct 10, 2025",107.12 ₹/L,- 0.11
"Oct 09, 2025",107.01 ₹/L,+ 0.16
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 33.41
"Oct 15, 2025",108.59 ₹/L,- 0.31
"Oct 14, 2025",108.28 ₹/L,+ 0.24
"Oct 13, 2025",108.52 ₹/L,+ 0.07
"Oct 12, 2025",108.59 ₹/L,  0.00
"Oct 11, 2025",108.59 ₹/L,  0.00
"Oct 10, 2025",108.59 ₹/L,- 0.07
"Oct 09, 2025",108.52 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 33.18
"Oct 15, 2025",108.82 ₹/L,+ 0.01
"Oct 14, 2025",108.83 ₹/L,  0.00
"Oct 13, 2025",108.83 ₹/L,- 0.01
"Oct 12, 2025",108.82 ₹/L,  0.00
"Oct 11, 2025",108.82 ₹/L,  0.00
"Oct 10, 2025",108.82 ₹/L,  0.00
"Oct 09, 2025",108.82 ₹/L,+ 0.01
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 35.11
"Oct 15, 2025",106.89 ₹/L,+ 0.16
"Oct 14, 2025",107.05 ₹/L,  0.00
"Oct 13, 2025",107.05 ₹/L,+ 0.08
"Oct 12, 2025",107.13 ₹/L,- 0.24
"Oct 11, 2025",106.89 ₹/L,  0.00
"Oct 10, 2025",106.89 ₹/L,+ 0.16
"Oct 09, 2025",107.05 ₹/L,+ 0.03
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 35.11
"Oct 15, 2025",106.89 ₹/L,  0.00
"Oct 14, 2025",106.89 ₹/L,+ 0.23
"Oct 13, 2025",107.12 ₹/L,  0.00
"Oct 12, 2025",107.12 ₹/L,+ 0.23
"Oct 11, 2025",107.35 ₹/L,- 0.27
"Oct 10, 2025",107.08 ₹/L,+ 0.04
"Oct 09, 2025",107.12 ₹/L,- 0.04
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 34.33
"Oct 15, 2025",107.67 ₹/L,+ 0.14
"Oct 14, 2025",107.81 ₹/L,  0.00
"Oct 13, 2025",107.81 ₹/L,- 0.54
"Oct 12, 2025",107.27 ₹/L,+ 0.43
"Oct 11, 2025",107.70 ₹/L,- 0.63
"Oct 10, 2025",107.07 ₹/L,+ 0.10
"Oct 09, 2025",107.17 ₹/L,+ 0.50
